,authors,title,journal,publisher,volume,year,pages,full_ref,source_file,source_title
0,"R. Vemulapalli, A. Agarwala",A compact embedding for facial expression similarity,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, ",,,2019,,"R. Vemulapalli, A. Agarwala, A compact embedding for facial expression similarity, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, 2019",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"K. Mo, S. Zhu, A.X. Chang, L. Yi, S. Tripathi, L.J. Guibas, H. Su",Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, ",,,2019,,"K. Mo, S. Zhu, A.X. Chang, L. Yi, S. Tripathi, L.J. Guibas, H. Su, Partnet: A large-scale benchmark for finegrained and hierarchical part-level 3d object understanding, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, 2019",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"J. Krause, M. Stark, J. Deng, L. Fei-Fei",3d object representations for fine-grained categorization,"Proceedings of the IEEE international conference on computer vision workshops, ",,,2013,,"J. Krause, M. Stark, J. Deng, L. Fei-Fei, 3d object representations for fine-grained categorization, Proceedings of the IEEE international conference on computer vision workshops, 2013",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"R. He, C. Lin, J. McAuley",Fashionista: A fashion-aware graphical system for exploring visually similar items,"Proceedings of the 25th International Conference Companion on World Wide Web, ",,,2016,,"R. He, C. Lin, J. McAuley, Fashionista: A fashion-aware graphical system for exploring visually similar items, Proceedings of the 25th International Conference Companion on World Wide Web, 2016",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"X. Zou, X. Kong, W. Wong, C. Wang, Y. Liu, Y. Cao",Fashionai: A hierarchical dataset for fashion understanding,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops, ",,,2019,,"X. Zou, X. Kong, W. Wong, C. Wang, Y. Liu, Y. Cao, Fashionai: A hierarchical dataset for fashion understanding, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops, 2019",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"H. Xiao, K. Rasul, R. Vollgraf",Fashion-mnist: a novel image dataset for benchmarking machine learning algorithms,"arXiv preprint arXiv:1708.07747, ",,,2017,,"H. Xiao, K. Rasul, R. Vollgraf, Fashion-mnist: a novel image dataset for benchmarking machine learning algorithms, arXiv preprint arXiv:1708.07747, (2017)",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,,,,,,,,"B. Loni, L.Y. Cheung, M. Riegler, A. Bozzon, L. Gottlieb, M. Larson, Fashion 1000",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"N. Rostamzadeh, S. Hosseini, T. Boquet, W. Stokowiec, Y. Zhang, C. Jauvin, C. Pal",Fashion-gen: The generative fashion dataset and challenge,"arXiv preprint arXiv:1806.08317, ",,,2018,,"N. Rostamzadeh, S. Hosseini, T. Boquet, W. Stokowiec, Y. Zhang, C. Jauvin, C. Pal, Fashion-gen: The generative fashion dataset and challenge, arXiv preprint arXiv:1806.08317, (2018)",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"K. Simonyan, A. Zisserman",Very deep convolutional networks for large-scale image recognition,"arXiv preprint arXiv:1409.1556, ",,,2014,,"K. Simonyan, A. Zisserman, Very deep convolutional networks for large-scale image recognition, arXiv preprint arXiv:1409.1556, (2014)",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"C. Szegedy, W. Liu, Y. Jia, P. Sermanet, S. Reed, D. Anguelov, D. Erhan, V. Vanhoucke, A. Rabinovich",Going deeper with convolutions,"Proceedings of the IEEE conference on computer vision and pattern recognition, ",,,2015,,"C. Szegedy, W. Liu, Y. Jia, P. Sermanet, S. Reed, D. Anguelov, D. Erhan, V. Vanhoucke, A. Rabinovich, Going deeper with convolutions, Proceedings of the IEEE conference on computer vision and pattern recognition, 2015",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"K. He, X. Zhang, S. Ren, J. Sun",Deep residual learning for image recognition,"Proceedings of the IEEE conference on computer vision and pattern recognition, ",,,2016,,"K. He, X. Zhang, S. Ren, J. Sun, Deep residual learning for image recognition, Proceedings of the IEEE conference on computer vision and pattern recognition, 2016",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"G. Huang, Z. Liu, L. Van Der Maaten, K.Q. Weinberger",Densely connected convolutional networks,"Proceedings of the IEEE conference on computer vision and pattern recognition, ",,,2017,,"G. Huang, Z. Liu, L. Van Der Maaten, K.Q. Weinberger, Densely connected convolutional networks, Proceedings of the IEEE conference on computer vision and pattern recognition, 2017",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"M. Tan, Q. Le",Efficientnet: Rethinking model scaling for convolutional neural networks,"International Conference on Machine Learning, ","PMLR, ",,2019,,"M. Tan, Q. Le, Efficientnet: Rethinking model scaling for convolutional neural networks, International Conference on Machine Learning, PMLR, 2019",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"L. Yuan, T. Wang, X. Zhang, F.E. Tay, Z. Jie, W. Liu, J. Feng",Central similarity quantization for efficient image and video retrieval,"Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, ",,,2020,,"L. Yuan, T. Wang, X. Zhang, F.E. Tay, Z. Jie, W. Liu, J. Feng, Central similarity quantization for efficient image and video retrieval, Proceedings of the IEEE/CVF Conference on Computer Vision and Pattern Recognition, 2020",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"Z. Cao, M. Long, J. Wang, P.S. Yu",Hashnet: Deep learning to hash by continuation,"Proceedings of the IEEE international conference on computer vision, ",,,2017,,"Z. Cao, M. Long, J. Wang, P.S. Yu, Hashnet: Deep learning to hash by continuation, Proceedings of the IEEE international conference on computer vision, 2017",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,,,,,,,,"A. Ng, M. Jordan, Y. Weiss, On Spectral Clustering: Analysis and an algorithm, in: T. Dietterich, S. Becker, Z. Ghahramani (Eds.) Advances in Neural Information Processing Systems, MIT Press, 2002",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"H. Zhao, H. Liu, Y. Fu",Incomplete multi-modal visual data grouping,"Proceedings of the Twenty-Fifth International Joint Conference on Artificial Intelligence, ",,,2016,,"H. Zhao, H. Liu, Y. Fu, Incomplete multi-modal visual data grouping, Proceedings of the Twenty-Fifth International Joint Conference on Artificial Intelligence, 2016",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"M. Hu, S. Chen",Doubly Aligned Incomplete Multi-view Clustering,"International Joint Conference on Artificial Intelligence, ",,,2018,,"M. Hu, S. Chen, Doubly Aligned Incomplete Multi-view Clustering, International Joint Conference on Artificial Intelligence, 2018",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"J. Wen, Y. Xu, H. Liu",Incomplete Multiview Spectral Clustering With Adaptive Graph Learning,"IEEE Transactions on Cybernetics, ",,50 ,2020,1418-1429,"J. Wen, Y. Xu, H. Liu, Incomplete Multiview Spectral Clustering With Adaptive Graph Learning, IEEE Transactions on Cybernetics, 50 (2020) 1418-1429",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"J. Guo, J. Ye",Anchors bring ease: An embarrassingly simple approach to partial multi-view clustering,"Proceedings of the AAAI Conference on Artificial Intelligence, ",,,2019,,"J. Guo, J. Ye, Anchors bring ease: An embarrassingly simple approach to partial multi-view clustering, Proceedings of the AAAI Conference on Artificial Intelligence, 2019",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"E. Amigó, J. Gonzalo, J. Artiles, F. Verdejo",A comparison of extrinsic clustering evaluation metrics based on formal constraints,"Information retrieval, ",,12 ,2009,461-486,"E. Amigó, J. Gonzalo, J. Artiles, F. Verdejo, A comparison of extrinsic clustering evaluation metrics based on formal constraints, Information retrieval, 12 (2009) 461-486",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"K. Zhan, X. Chang, J. Guan, L. Chen, Z. Ma, Y. Yang",Adaptive structure discovery for multimedia analysis using multiple features,"IEEE transactions on cybernetics, ",,49 ,2018,1826-1834,"K. Zhan, X. Chang, J. Guan, L. Chen, Z. Ma, Y. Yang, Adaptive structure discovery for multimedia analysis using multiple features, IEEE transactions on cybernetics, 49 (2018) 1826-1834",2106.12139.pdf,"PatentNet: A Large-Scale Incomplete Multiview, Multimodal, Multilabel Industrial Goods Image Database"
0,"J. J. McAuley, C. Targett, Q. Shi, A. van den Hengel",Image-based recommendations on styles and substitutes,SIGIR,,,2015,,"J. J. McAuley, C. Targett, Q. Shi, and A. van den Hengel, “Image-based recommendations on styles and substitutes,” in SIGIR, 2015.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"R. He and , J. McAuley",Ups and downs: Modeling the visual evolution of fashion trends with one-class collaborative filtering,WWW,,,2016,,"R. He and J. McAuley, “Ups and downs: Modeling the visual evolution of fashion trends with one-class collaborative filtering,” in WWW, 2016.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"R. He and , J. McAuley",VBPR: visual bayesian personalized ranking from implicit feedback,AAAI,,,2016,,"R. He and J. McAuley, “VBPR: visual bayesian personalized ranking from implicit feedback,” in AAAI, 2016.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"C. Lin, J. Lu, T. W. Ling, B. Cautis",Lotusx: a position-aware xml graphical search system with auto-completion,ICDE,,,2012,,"C. Lin, J. Lu, T. W. Ling, and B. Cautis, “Lotusx: a position-aware xml graphical search system with auto-completion,” in ICDE, 2012.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"A. Krizhevsky, I. Sutskever, G. E. Hinton",Imagenet classification with deep convolutional neural networks,NIPS,,,2012,,"A. Krizhevsky, I. Sutskever, and G. E. Hinton, “Imagenet classification with deep convolutional neural networks,” in NIPS, 2012.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"R. Pan, Y. Zhou, B. Cao, N. N. Liu, R. Lukose, M. Scholz, Q. Yang",One-class collaborative filtering,ICDM,,,2008,,"R. Pan, Y. Zhou, B. Cao, N. N. Liu, R. Lukose, M. Scholz, and Q. Yang, “One-class collaborative filtering,” in ICDM, 2008.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,L. van der Maaten,Accelerating t-SNE using tree-based algorithms, JMLR,,,2014,,"L. van der Maaten, “Accelerating t-SNE using tree-based algorithms,” JMLR, 2014.",./refs/download/2/Fashionista: A fashion-aware graphical system for exploring visually similar items.pdf,Fashionista: A fashion-aware graphical system for exploring visually similar items
0,"Han, X., Wu, Z., Wu, Z., Yu, R., Davis, L. S.",Viton: An image-based virtual try-on network,arXiv preprint arXiv:1711.08447,,,2017,,"Han, X., Wu, Z., Wu, Z., Yu, R., and Davis, L. S. Viton: An image-based virtual try-on network. arXiv preprint arXiv:1711.08447, 2017.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Huang, X., Li, Y., Poursaeed, O., Hopcroft, J., Belongie, S.",Stacked generative adversarial networks,In IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,2017,"volume 2, pp. 4","Huang, X., Li, Y., Poursaeed, O., Hopcroft, J., and Belongie, S. Stacked generative adversarial networks. In IEEE Conference on Computer Vision and Pattern Recognition (CVPR), volume 2, pp. 4, 2017.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Isola, P., Zhu, J.-Y., Zhou, T., Efros, A. A.",Image-toimage translation with conditional adversarial networks,arXiv preprint,,,2017,,"Isola, P., Zhu, J.-Y., Zhou, T., and Efros, A. A. Image-toimage translation with conditional adversarial networks. arXiv preprint, 2017.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Kalantidis, Y., Kennedy, L., Li, L.-J.",Getting the look: clothing recognition and segmentation for automatic product suggestions in everyday photos,In Proceedings of the 3rd ACM conference on International conference on multimedia retrieval,. ACM,,2013,pp. 105–112,"Kalantidis, Y., Kennedy, L., and Li, L.-J. Getting the look: clothing recognition and segmentation for automatic product suggestions in everyday photos. In Proceedings of the 3rd ACM conference on International conference on multimedia retrieval, pp. 105–112. ACM, 2013.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Karras, T., Aila, T., Laine, S., Lehtinen, J.","Progressive growing of gans for improved quality, stability, and variation",arXiv preprint arXiv:1710.10196,,,2017,,"Karras, T., Aila, T., Laine, S., and Lehtinen, J. Progressive growing of gans for improved quality, stability, and variation. arXiv preprint arXiv:1710.10196, 2017.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Barratt, S., Sharma, R.",A note on the inception score,arXiv preprint arXiv:1801.01973,,,2018,,"Barratt, S. and Sharma, R. A note on the inception score. arXiv preprint arXiv:1801.01973, 2018.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Kiapour, M. H., Han, X., Lazebnik, S., Berg, A. C., Berg, T. L.",Where to buy it: Matching street clothing photos in online shops,In ICCV,,,2015,pp. 3343–3351,"Kiapour, M. H., Han, X., Lazebnik, S., Berg, A. C., and Berg, T. L. Where to buy it: Matching street clothing photos in online shops. In ICCV, pp. 3343–3351, 2015.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Belghazi, M. I., Rajeswar, S., Mastropietro, O., Rostamzadeh, N., Mitrovic, J., Courville, A.",Hierarchical adversarially learned inference,arXiv preprint arXiv:1802.01071,,,2018,,"Belghazi, M. I., Rajeswar, S., Mastropietro, O., Rostamzadeh, N., Mitrovic, J., and Courville, A. Hierarchical adversarially learned inference. arXiv preprint arXiv:1802.01071, 2018.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Ledig, C., Theis, L., Huszár, F., Caballero, J., Cunningham, A., Acosta, A., Aitken, A., Tejani, A., Totz, J., Wang, Z.",", et al",Photo-realistic single image super-resolution using a generative adversarial network. arXiv preprint,,,2016,,"Ledig, C., Theis, L., Huszár, F., Caballero, J., Cunningham, A., Acosta, A., Aitken, A., Tejani, A., Totz, J., Wang, Z., et al. Photo-realistic single image super-resolution using a generative adversarial network. arXiv preprint, 2016.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Bossard, L., Dantone, M., Leistner, C., Wengert, C., Quack, T., Van Gool, L.",Apparel classification with style,In Asian conference on computer vision,. Springer,,2012,pp. 321–335,"Bossard, L., Dantone, M., Leistner, C., Wengert, C., Quack, T., and Van Gool, L. Apparel classification with style. In Asian conference on computer vision, pp. 321–335. Springer, 2012.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Liang, X., Lin, L., Yang, W., Luo, P., Huang, J., Yan, S.",Clothes co-parsing via joint image segmentation and labeling with application to clothing retrieval,IEEE Transactions on Multimedia,,,2016,18(6):1175–1186,"Liang, X., Lin, L., Yang, W., Luo, P., Huang, J., and Yan, S. Clothes co-parsing via joint image segmentation and labeling with application to clothing retrieval. IEEE Transactions on Multimedia, 18(6):1175–1186, 2016.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Chen, H., Gallagher, A., Girod, B.",Describing clothing by semantic attributes,In European conference on computer vision,. Springer,,2012,pp. 609–623,"Chen, H., Gallagher, A., and Girod, B. Describing clothing by semantic attributes. In European conference on computer vision, pp. 609–623. Springer, 2012.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Lin, T.-Y., Maire, M., Belongie, S., Hays, J., Perona, P., Ramanan, D., Dollár, P., Zitnick, C. L.",Microsoft coco: Common objects in context,In European conference on computer vision,. Springer,,2014,pp. 740–755,"Lin, T.-Y., Maire, M., Belongie, S., Hays, J., Perona, P., Ramanan, D., Dollár, P., and Zitnick, C. L. Microsoft coco: Common objects in context. In European conference on computer vision, pp. 740–755. Springer, 2014.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Chen, Q., Huang, J., Feris, R., Brown, L. M., Dong, J., Yan, S.",Deep domain adaptation for describing people based on fine-grained clothing attributes,In Computer Vision and Pattern Recognition (CVPR),. IEEE,,2015,"2015 IEEE Conference on, pp. 5315–5324","Chen, Q., Huang, J., Feris, R., Brown, L. M., Dong, J., and Yan, S. Deep domain adaptation for describing people based on fine-grained clothing attributes. In Computer Vision and Pattern Recognition (CVPR), 2015 IEEE Conference on, pp. 5315–5324. IEEE, 2015.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Denton, E., Fergus, R.",Stochastic video generation with a learned prior,arXiv preprint arXiv:1802.07687,,,2018,,"Denton, E. and Fergus, R. Stochastic video generation with a learned prior. arXiv preprint arXiv:1802.07687, 2018.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Liu, S., Song, Z., Liu, G., Xu, C., Lu, H., Yan, S.",Street-to-shop: Cross-scenario clothing retrieval via parts alignment and auxiliary set,In Computer Vision and Pattern Recognition (CVPR),. IEEE,,2012,"2012 IEEE Conference on, pp. 3330–3337","Liu, S., Song, Z., Liu, G., Xu, C., Lu, H., and Yan, S. Street-to-shop: Cross-scenario clothing retrieval via parts alignment and auxiliary set. In Computer Vision and Pattern Recognition (CVPR), 2012 IEEE Conference on, pp. 3330–3337. IEEE, 2012.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Denton, E. L.",et al,Unsupervised learning of disentangled representations from video. In Advances in Neural Information Processing Systems,,,2017,pp. 4417–4426,"Denton, E. L. et al. Unsupervised learning of disentangled representations from video. In Advances in Neural Information Processing Systems, pp. 4417–4426, 2017.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Liu, Z., Luo, P., Wang, X., Tang, X.",Deep learning face attributes in the wild,In Proceedings of the IEEE International Conference on Computer Vision,,,2015,pp. 3730– 3738,"Liu, Z., Luo, P., Wang, X., and Tang, X. Deep learning face attributes in the wild. In Proceedings of the IEEE International Conference on Computer Vision, pp. 3730– 3738, 2015.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Liu, Z., Luo, P., Qiu, S., Wang, X., Tang, X.",Deepfashion: Powering robust clothes recognition and retrieval Fashion-Gen: The Generative Fashion Dataset and Challenge with rich annotations,In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition,,,2016,pp. 1096–1104,"Goodfellow, I., Pouget-Abadie, J., Mirza, M., Xu, B., Warde-Farley, D., Ozair, S., Courville, A., and Bengio, Liu, Z., Luo, P., Qiu, S., Wang, X., and Tang, X. Deepfashion: Powering robust clothes recognition and retrieval Fashion-Gen: The Generative Fashion Dataset and Challenge with rich annotations. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 1096–1104, 2016.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,,,,,,,,"Nilsback, M.-E. and Zisserman, A. Automated flower classification over a large number of classes. In Computer Vision, Graphics & Image Processing, 2008.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Reed, S., Akata, Z., Yan, X., Logeswaran, L., Schiele, B., Lee, H.",Generative adversarial text to image synthesis,arXiv preprint arXiv:1605.05396,,,2016,"2016a. Reed, S., Akata, Z., Lee, H., and Schiele, B. Learning deep representations of fine-grained visual descriptions. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 49–58, 2016b. Reed, S. E., Akata, Z., Schiele, B., and Lee, H. Learning deep representations of fine-grained visual descriptions. CoRR, abs/1605.05395","Reed, S., Akata, Z., Yan, X., Logeswaran, L., Schiele, B., and Lee, H. Generative adversarial text to image synthesis. arXiv preprint arXiv:1605.05396, 2016a. Reed, S., Akata, Z., Lee, H., and Schiele, B. Learning deep representations of fine-grained visual descriptions. In Proceedings of the IEEE Conference on Computer Vision and Pattern Recognition, pp. 49–58, 2016b. Reed, S. E., Akata, Z., Schiele, B., and Lee, H. Learning deep representations of fine-grained visual descriptions. CoRR, abs/1605.05395, 2016.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Salimans, T., Goodfellow, I., Zaremba, W., Cheung, V., Radford, A., Chen, X.",Improved techniques for training gans,In Advances in Neural Information Processing Systems,,,2016,pp. 2234–2242,"Salimans, T., Goodfellow, I., Zaremba, W., Cheung, V., Radford, A., and Chen, X. Improved techniques for training gans. In Advances in Neural Information Processing Systems, pp. 2234–2242, 2016.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
0,"Schuster, M., Paliwal, K. K., General, A.",Bidirectional recurrent neural networks,IEEE Transactions on Signal Processing,,,1997,,"Schuster, M., Paliwal, K. K., and General, A. Bidirectional recurrent neural networks. IEEE Transactions on Signal Processing, 1997.",./refs/download/2/Fashion-gen: The generative fashion dataset and challenge.pdf,Fashion-gen: The generative fashion dataset and challenge
